name,label,wiki_page_obj,wiki_url,wiki_nl_views,wiki_norm_nl_views,wiki_eng_views,wiki_norm_eng_views,wiki_nr_of_edits,wiki_norm_nr_of_edits,wiki_nr_of_languages,wiki_norm_nr_of_languages,TA_name,TA_rating,TA_reviews,TA_url,wiki_coordinates
De Ruijterkade,Monument of Gebouw,<WikipediaPage 'De Ruijterkade'>,https://nl.wikipedia.org/wiki/De_Ruijterkade,20656.0,0.0413049092244894,157275.0,0.0167584693004342,83,0.0546666666666666,1,0.0,,,,,"(52.37819722, 4.90518056)"
Nederlandsche Dok en Scheepsbouw Maatschappij,Monument of Gebouw,<WikipediaPage 'Nederlandsche Dok en Scheepsbouw Maatschappij'>,https://nl.wikipedia.org/wiki/Nederlandsche_Dok_en_Scheepsbouw_Maatschappij,34474.0,0.0689669668828036,10616.0,0.0011311900180792,131,0.0866666666666666,4,0.3,NDSM,4.0,176.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d8816173-r549259785-NDSM-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi-tJP6xr71AhWxsKQKHcjiAJcQFnoECAcQAg&usg=AOvVaw3vM4kQi1unAIEG3m9Oc0bD,
Eerste Openluchtschool voor het Gezonde Kind,Monument of Gebouw,<WikipediaPage 'Eerste Openluchtschool voor het Gezonde Kind'>,https://nl.wikipedia.org/wiki/Eerste_Openluchtschool_voor_het_Gezonde_Kind,13662.0,0.0273037201043382,0.0,0.0,33,0.0213333333333333,2,0.1,,,,,"(52.34798, 4.87447194)"
Westergasfabriek,Monument of Gebouw,<WikipediaPage 'Westergasfabriek'>,https://nl.wikipedia.org/wiki/Westergasfabriek,72796.0,0.1456832336060569,24039.0,0.0025614804864926,127,0.084,4,0.3,Westerpark,4.5,159.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d8022347-r616545262-Westerpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiYxuP7xr71AhXF_qQKHQ6TASsQFnoECAIQAg&usg=AOvVaw3aWpkqaA1eq4MER6yoAD04,"(52.38666667, 4.87083333)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (Koninginneweg)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(Koninginneweg),26.0,6.00565732920411e-06,0.0,0.0,1,0.0,1,0.0,,,,,"(52.35603333, 4.86718056)"
Haarlemmerpoort ,Monument of Gebouw,<WikipediaPage 'Haarlemmerpoort (Amsterdam)'>,https://nl.wikipedia.org/wiki/Haarlemmerpoort_(Amsterdam),30950.0,0.0619123214067651,30743.0,0.0032758265566889,110,0.0726666666666666,4,0.3,,,,,"(52.385, 4.88305556)"
Brug 283,Monument of Gebouw,<WikipediaPage 'Brug 283'>,https://nl.wikipedia.org/wiki/Brug_283,1048.0,0.0020519329208114,0.0,0.0,16,0.01,1,0.0,,,,,"(52.37365278, 4.90350278)"
Vogelbuurt ,Monument of Gebouw,<WikipediaPage 'Vogelbuurt (Amsterdam)'>,https://nl.wikipedia.org/wiki/Vogelbuurt_(Amsterdam),29443.0,0.0588954795417283,63068.0,0.0067202234419951,53,0.0346666666666666,2,0.1,,,,,"(52.38633889, 4.91565278)"
Amsterdamse effectenbeurs,Monument of Gebouw,<WikipediaPage 'Amsterdamse effectenbeurs'>,https://nl.wikipedia.org/wiki/Amsterdamse_effectenbeurs,154056.0,0.3083564717964322,0.0,0.0,129,0.0853333333333333,11,1.0,,,,,"(52.3742, 4.8957)"
Cornelis Schuytstraat,Monument of Gebouw,<WikipediaPage 'Cornelis Schuytstraat'>,https://nl.wikipedia.org/wiki/Cornelis_Schuytstraat,5669.0,0.0113026470935621,11188.0,0.0011921395932809,34,0.022,1,0.0,Cornelis Schuytstraat,4.5,36.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d8290781-Reviews-Cornelis_Schuytstraat-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjMhpv9xr71AhWN16QKHfYxAQQQFnoECAEQAg&usg=AOvVaw2TRy2wyVm3BNF-vIiFeURE,
Sint-Agneskerk ,Monument of Gebouw,<WikipediaPage 'Sint-Agneskerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Sint-Agneskerk_(Amsterdam),11214.0,0.0224031037237077,0.0,0.0,152,0.1006666666666666,2,0.1,,,,,"(52.35, 4.85777778)"
Museumbrug ,Monument of Gebouw,<WikipediaPage 'Museumbrug (Amsterdam)'>,https://nl.wikipedia.org/wiki/Museumbrug_(Amsterdam),2327.0,0.0046123448288287,0.0,0.0,18,0.0113333333333333,1,0.0,Historic boat tour Amsterdam,4.5,18.0,https://www.tripadvisor.com/AttractionProductReview-g188590-d13857837-Historic_boat_tour_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjVnLn-xr71AhULLewKHb9hAcsQFnoECAkQAg&usg=AOvVaw0xg9m7orpPSZa-wwo1raeY,"(52.36078333, 4.88636389)"
De Bazel ,Monument of Gebouw,<WikipediaPage 'De Bazel (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Bazel_(Amsterdam),29100.0,0.0582088327204226,14512.0,0.0015463290827397,110,0.0726666666666666,2,0.1,,,,,"(52.36444444, 4.89222222)"
Europaschool,Monument of Gebouw,<WikipediaPage 'Europaschool'>,https://nl.wikipedia.org/wiki/Europaschool,3522.0,0.0070045983316283,5754.0,0.0006131186288647,48,0.0313333333333333,1,0.0,,,,,
P.L. Kramerbrug,Monument of Gebouw,<WikipediaPage 'P.L. Kramerbrug'>,https://nl.wikipedia.org/wiki/P.L._Kramerbrug,4338.0,0.0086381371251719,0.0,0.0,29,0.0186666666666666,1,0.0,P.L. Kramerbrug,4.0,4.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d19079523-Reviews-P_L_Kramerbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi4_sH_xr71AhVGDOwKHa8xC2oQFnoECAgQAg&usg=AOvVaw0B93i37cSLIL4LW3QkcaY8,"(52.34986944, 4.90975278)"
Grafmonument van de familie Wiegman-Dobbelmann,Monument of Gebouw,<WikipediaPage 'Grafmonument van de familie Wiegman-Dobbelmann'>,https://nl.wikipedia.org/wiki/Grafmonument_van_de_familie_Wiegman-Dobbelmann,2069.0,0.0040958582985172,0.0,0.0,10,0.006,1,0.0,,,,,"(52.34056389, 4.86126111)"
Aalsmeerder Veerhuis,Monument of Gebouw,<WikipediaPage 'Aalsmeerder Veerhuis'>,https://nl.wikipedia.org/wiki/Aalsmeerder_Veerhuis,4803.0,0.0095690140111985,0.0,0.0,23,0.0146666666666666,1,0.0,,,,,"(52.35698611, 4.85383889)"
Amstel Hotel,Monument of Gebouw,<WikipediaPage 'Amstel Hotel'>,https://nl.wikipedia.org/wiki/Amstel_Hotel,67009.0,0.1340983206180221,34650.0,0.0036921377285649,170,0.1126666666666666,9,0.8,InterContinental Amstel Amsterdam,4.5,1309.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d190614-Reviews-InterContinental_Amstel_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjx2ZuBx771AhUFNOwKHdzvDBoQFnoECAUQAg&usg=AOvVaw37K5AifrJaNOLVfsKQwSN-,"(52.35971944, 4.90591049)"
Johannes Vermeerstraat,Monument of Gebouw,<WikipediaPage 'Johannes Vermeerstraat'>,https://nl.wikipedia.org/wiki/Johannes_Vermeerstraat,3523.0,0.0070066002174047,161882.0,0.0172493691132913,16,0.01,1,0.0,,,,,"(52.35613611, 4.88391944)"
Korenmetershuisje ,Monument of Gebouw,<WikipediaPage 'Korenmetershuisje (Amsterdam)'>,https://nl.wikipedia.org/wiki/Korenmetershuisje_(Amsterdam),7264.0,0.0144956549069223,44300.0,0.0047203954220901,80,0.0526666666666666,1,0.0,,,,,"(52.37626389, 4.89489167)"
Nieuwer-Amstel,Monument of Gebouw,<WikipediaPage 'Nieuwer-Amstel'>,https://nl.wikipedia.org/wiki/Nieuwer-Amstel,32638.0,0.0652915045973306,349522.0,0.0372433871042846,113,0.0746666666666666,2,0.1,Voormalig Stadsarchief,4.0,11.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3724726-Reviews-Former_Town_Hall_of_Nieuwer_Amstel-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiD8oiDx771AhWH-KQKHea3AFIQFnoECAAQAg&usg=AOvVaw0YjUecXbuKbQtccmu_Pdt-,"(52.35333333, 4.90694444)"
Rijksmuseumtuinen,Monument of Gebouw,<WikipediaPage 'Rijksmuseumtuinen'>,https://nl.wikipedia.org/wiki/Rijksmuseumtuinen,5216.0,0.0103957928368523,0.0,0.0,46,0.03,1,0.0,Rijksmuseumtuinen,4.5,22.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d15133344-Reviews-Rijksmuseum_Gardens-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjN5oSEx771AhUCzqQKHbc-C0cQFnoECAIQAg&usg=AOvVaw3QFJRLutkIRAPWlDxZPznI,"(52.35983333, 4.885)"
Brug 604,Monument of Gebouw,<WikipediaPage 'Brug 604'>,https://nl.wikipedia.org/wiki/Brug_604,1061.0,0.0020779574359046,0.0,0.0,35,0.0226666666666666,1,0.0,,,,,"(52.37347778, 4.833475)"
Diamantbeurs ,Monument of Gebouw,<WikipediaPage 'Diamantbeurs (Amsterdam)'>,https://nl.wikipedia.org/wiki/Diamantbeurs_(Amsterdam),11532.0,0.0230397034006033,0.0,0.0,75,0.0493333333333333,1,0.0,,,,,"(52.36194444, 4.90638889)"
Wijnkopersgildehuis,Monument of Gebouw,<WikipediaPage 'Wijnkopersgildehuis'>,https://nl.wikipedia.org/wiki/Wijnkopersgildehuis,1131.0,0.0022180894402527,2407.0,0.0002564783697736,37,0.024,2,0.1,,,,,"(52.37194444, 4.89833333)"
Tuindorp Nieuwendam,Monument of Gebouw,<WikipediaPage 'Tuindorp Nieuwendam'>,https://nl.wikipedia.org/wiki/Tuindorp_Nieuwendam,15923.0,0.0318299838447817,12213.0,0.0013013586747175,79,0.052,3,0.2,,,,,"(52.39116694, 4.94408111)"
Vereeniging ten behoeve der Arbeidersklasse te Amsterdam,Monument of Gebouw,<WikipediaPage 'Vereeniging ten behoeve der Arbeidersklasse te Amsterdam'>,https://nl.wikipedia.org/wiki/Vereeniging_ten_behoeve_der_Arbeidersklasse_te_Amsterdam,6129.0,0.0122235145507067,0.0,0.0,114,0.0753333333333333,1,0.0,,,,,"(52.38120556, 4.88240278)"
Kindertjesbrug,Monument of Gebouw,<WikipediaPage 'Kindertjesbrug'>,https://nl.wikipedia.org/wiki/Kindertjesbrug,,,0.0,0.0,17,0.0106666666666666,1,0.0,,,,,"(52.34738333, 4.88615)"
Waalse Kerk ,Monument of Gebouw,<WikipediaPage 'Waalse Kerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Waalse_Kerk_(Amsterdam),16013.0,0.0320101535646579,14576.0,0.0015531486156294,111,0.0733333333333333,3,0.2,Waalse Kerk,4.0,15.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245285-Reviews-Waalse_Kerk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj46ZCGx771AhVC6aQKHV1gDI8QFnoECAkQAg&usg=AOvVaw35-6SlVLBzQySh49mAE966,"(52.37083333, 4.89722222)"
Kraan 2868,Monument of Gebouw,<WikipediaPage 'Kraan 2868'>,https://nl.wikipedia.org/wiki/Kraan_2868,118.0,0.0001901791487581,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.37758333, 4.93998611)"
Oostertoegang,Monument of Gebouw,<WikipediaPage 'Oostertoegang'>,https://nl.wikipedia.org/wiki/Oostertoegang,2342.0,0.0046423731154747,0.0,0.0,12,0.0073333333333333,1,0.0,,,,,"(52.3777, 4.90408056)"
Binnengasthuis ,Monument of Gebouw,<WikipediaPage 'Binnengasthuis (Amsterdam)'>,https://nl.wikipedia.org/wiki/Binnengasthuis_(Amsterdam),24346.0,0.0486918677394105,503825.0,0.0536851743461533,81,0.0533333333333333,1,0.0,,,,,"(52.36861111, 4.89472222)"
Rijksakademie van beeldende kunsten,Monument of Gebouw,<WikipediaPage 'Rijksakademie van beeldende kunsten'>,https://nl.wikipedia.org/wiki/Rijksakademie_van_beeldende_kunsten,19463.0,0.0389166594932426,17451.0,0.001859494819659,396,0.2633333333333333,7,0.6,Rijksakademie van Beeldende Kunsten,,1842.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d17548031-Reviews-Rijksakademie_van_Beeldende_Kunsten-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjkwfqHx771AhWJDOwKHeQRCt4QFnoECAgQAg&usg=AOvVaw04vUyBUIjn6khycPdfpiKM,
De 1100 Roe,Monument of Gebouw,<WikipediaPage 'De 1100 Roe'>,https://nl.wikipedia.org/wiki/De_1100_Roe,4800.0,0.0095630083538693,310903.0,0.0331283317813568,40,0.026,2,0.1,,,,,"(52.36722222, 4.79777778)"
Vondelpark 1,Monument of Gebouw,<WikipediaPage 'Vondelpark 1'>,https://nl.wikipedia.org/wiki/Vondelpark_1,80.0,0.0001141074892548,268860.0,0.02864843144883,3,0.0013333333333333,1,0.0,,,,,"(52.36147778, 4.881625)"
Amsterdamsch Tehuis voor Arbeiders,Monument of Gebouw,<WikipediaPage 'Amsterdamsch Tehuis voor Arbeiders'>,https://nl.wikipedia.org/wiki/Amsterdamsch_Tehuis_voor_Arbeiders,1541.0,0.0030388626085772,0.0,0.0,5,0.0026666666666666,1,0.0,,,,,
Oudemanhuispoort,Markt,<WikipediaPage 'Oudemanhuispoort'>,https://nl.wikipedia.org/wiki/Oudemanhuispoort,25509.0,0.0510200608973653,503825.0,0.0536851743461533,87,0.0573333333333333,1,0.0,Oudemanhuispoort,4.0,14.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d267040-Reviews-Oudemanhuispoort-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjzhrGJx771AhWJ2aQKHavpB-4QFnoECAEQAg&usg=AOvVaw3gf6tYA_eFRZBuWqNP877H,"(52.36888889, 4.89555556)"
Lekstraatsynagoge,Monument of Gebouw,<WikipediaPage 'Lekstraatsynagoge'>,https://nl.wikipedia.org/wiki/Lekstraatsynagoge,7211.0,0.014389554960773,0.0,0.0,39,0.0253333333333333,1,0.0,,,,,"(52.34416667, 4.90277778)"
Amsterdams Lyceum,Monument of Gebouw,<WikipediaPage 'Amsterdams Lyceum'>,https://nl.wikipedia.org/wiki/Amsterdams_Lyceum,22089.0,0.0441736115420726,12229.0,0.0013030635579399,215,0.1426666666666666,3,0.2,,,,,"(52.35131389, 4.86460278)"
Munitiecomplex De 1800 Roeden,Monument of Gebouw,<WikipediaPage 'Munitiecomplex De 1800 Roeden'>,https://nl.wikipedia.org/wiki/Munitiecomplex_De_1800_Roeden,2783.0,0.0055252047428677,0.0,0.0,15,0.0093333333333333,1,0.0,,,,,"(52.38344444, 4.78030556)"
Lucky Luyk,Monument of Gebouw,<WikipediaPage 'Lucky Luyk'>,https://nl.wikipedia.org/wiki/Lucky_Luyk,11181.0,0.0223370414930864,0.0,0.0,38,0.0246666666666666,1,0.0,,,,,"(52.36, 4.88277778)"
Muiderpoort ,Monument of Gebouw,<WikipediaPage 'Muiderpoort (Amsterdam)'>,https://nl.wikipedia.org/wiki/Muiderpoort_(Amsterdam),23920.0,0.0478390643986635,23005.0,0.0024513024082434,70,0.046,3,0.2,,,,,"(52.36361111, 4.91972222)"
Kohnstammhuis,Monument of Gebouw,<WikipediaPage 'Kohnstammhuis'>,https://nl.wikipedia.org/wiki/Kohnstammhuis,12963.0,0.0259044019466337,0.0,0.0,77,0.0506666666666666,2,0.1,,,,,"(52.35906111, 4.90871667)"
Huize Lydia,Monument of Gebouw,<WikipediaPage 'Huize Lydia'>,https://nl.wikipedia.org/wiki/Huize_Lydia,6094.0,0.0121534485485327,1219156.0,0.1299074131199501,44,0.0286666666666666,2,0.1,,,,,"(52.35301944, 4.88111944)"
Obrechtkerk,Monument of Gebouw,<WikipediaPage 'Obrechtkerk'>,https://nl.wikipedia.org/wiki/Obrechtkerk,10714.0,0.021402160835507,2975.0,0.0003170017241697,43,0.028,1,0.0,Obrechtkerk,5.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d18381023-Reviews-Obrechtkerk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi0keKLx771AhUO_KQKHZtTAU8QFnoECAAQAg&usg=AOvVaw3Nn-9I9oyDcKYNAXXCZdG_,"(52.35555556, 4.87472222)"
Koninklijke Asscher Diamant Maatschappij,Monument of Gebouw,<WikipediaPage 'Koninklijke Asscher Diamant Maatschappij'>,https://nl.wikipedia.org/wiki/Koninklijke_Asscher_Diamant_Maatschappij,20607.0,0.0412068168214458,0.0,0.0,100,0.066,4,0.3,,,,,"(52.35277778, 4.90555556)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (P.C. Hooftstraat)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(P.C._Hooftstraat),23.0,0.0,0.0,0.0,1,0.0,1,0.0,,,,,"(52.35883333, 4.87532778)"
Remise Lekstraat,Monument of Gebouw,<WikipediaPage 'Remise Lekstraat'>,https://nl.wikipedia.org/wiki/Remise_Lekstraat,10099.0,0.0201710010830202,0.0,0.0,63,0.0413333333333333,1,0.0,,,,,"(52.34555556, 4.91055556)"
Vossius Gymnasium,Monument of Gebouw,<WikipediaPage 'Vossius Gymnasium'>,https://nl.wikipedia.org/wiki/Vossius_Gymnasium,36917.0,0.0738575738345521,19274.0,0.0020537449518141,435,0.2893333333333333,3,0.2,,,,,"(52.34560556, 4.88412778)"
Lyceumbrug,Monument of Gebouw,<WikipediaPage 'Lyceumbrug'>,https://nl.wikipedia.org/wiki/Lyceumbrug,1078.0,0.0021119894941034,24766.0,0.0026389461179116,11,0.0066666666666666,1,0.0,Lyceumbrug,4.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d19071016-Reviews-Lyceumbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiui6SNx771AhXIMewKHWRNDM8QFnoECAMQAg&usg=AOvVaw1W6up9a28u50FnA79UeoA7,
Huis De Pinto,Monument of Gebouw,<WikipediaPage 'Huis De Pinto'>,https://nl.wikipedia.org/wiki/Huis_De_Pinto,17506.0,0.0349989690288251,2109.0,0.0002247249197559,112,0.074,4,0.3,Huis De Pinto,4.0,14.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d531467-Reviews-Huis_De_Pinto-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi08amOx771AhWFMewKHaEpBrAQFnoECAoQAg&usg=AOvVaw3ch458L8QtQc6iPOtkNC9y,"(52.37, 4.90083333)"
Gouden Leeuw ,Monument of Gebouw,<WikipediaPage 'Gouden Leeuw (Amsterdam)'>,https://nl.wikipedia.org/wiki/Gouden_Leeuw_(Amsterdam),774.0,0.0015034162180774,12247.0,0.0013049815515652,66,0.0433333333333333,1,0.0,,,,,"(52.32436944, 4.97445833)"
"Pakhuizen Medan, Bindjeij en Laboean",Monument of Gebouw,"<WikipediaPage 'Pakhuizen Medan, Bindjeij en Laboean'>","https://nl.wikipedia.org/wiki/Pakhuizen_Medan,_Bindjeij_en_Laboean",1422.0,0.0028006382011855,971.0,0.0001034651005609,88,0.058,2,0.1,,,,,"(52.39036111, 4.88480556)"
De Dageraad ,Monument of Gebouw,<WikipediaPage 'De Dageraad (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Dageraad_(Amsterdam),15255.0,0.0304927241461456,24766.0,0.0026389461179116,19,0.012,1,0.0,Museum De Dageraad,4.5,18.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3724731-Reviews-Museum_De_Dageraad-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjRirqQx771AhXBMewKHSehDs0QFnoECAAQAg&usg=AOvVaw37EaJhWEpiqxdEUPFiXvoc,
Conservatorium van Amsterdam,Monument of Gebouw,<WikipediaPage 'Conservatorium van Amsterdam'>,https://nl.wikipedia.org/wiki/Conservatorium_van_Amsterdam,23710.0,0.0474186683856192,40302.0,0.0042943877268866,131,0.0866666666666666,11,1.0,Conservatorium Brasserie & Lounge Amsterdam,4.0,666.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d3155520-Reviews-Conservatorium_Brasserie_Lounge_Amsterdam-Amsterdam_North_Holland_Province.html,"(52.37583333, 4.90888889)"
Villa Lebbink,Monument of Gebouw,<WikipediaPage 'Villa Lebbink'>,https://nl.wikipedia.org/wiki/Villa_Lebbink,1243.0,0.0024423006472096,0.0,0.0,4,0.002,1,0.0,,,,,
Berlagebrug ,Monument of Gebouw,<WikipediaPage 'Berlagebrug (Amsterdam)'>,https://nl.wikipedia.org/wiki/Berlagebrug_(Amsterdam),16050.0,0.0320842233383847,1.0,1.0655520140158449e-07,115,0.076,3,0.2,Berlagebrug,3.0,3.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d19112098-Reviews-Berlagebrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi73NKSx771AhXFDuwKHdMLA7QQFnoECAAQAg&usg=AOvVaw1twrz0OWOdF8GDqEpNsWzW,"(52.34722222, 4.9125)"
Hildo Kropbrug,Monument of Gebouw,<WikipediaPage 'Hildo Kropbrug'>,https://nl.wikipedia.org/wiki/Hildo_Kropbrug,1250.0,0.0024563138476444,0.0,0.0,6,0.0033333333333333,1,0.0,Hildo Kropbrug,3.0,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d19042409-Reviews-Hildo_Kropbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjMlPOTx771AhUDCuwKHdjrB2IQFnoECAUQAg&usg=AOvVaw3DY7hurb8GUpc_x1K9SmVc,"(52.34763889, 4.88452778)"
Hortus Botanicus Amsterdam,Monument of Gebouw,<WikipediaPage 'Hortus Botanicus Amsterdam'>,https://nl.wikipedia.org/wiki/Hortus_Botanicus_Amsterdam,42575.0,0.0851842435574311,63578.0,0.0067745665947099,132,0.0873333333333333,11,1.0,Hortus Botanicus,4.0,1193.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d244461-Reviews-Hortus_Botanicus-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiC_oKVx771AhVR26QKHcifBCEQFnoECAUQAg&usg=AOvVaw1Z3FF1bL79lDcp8xmLROFy,"(52.36694444, 4.90805556)"
Gemeenlandshuis van Diemen,Monument of Gebouw,<WikipediaPage 'Gemeenlandshuis van Diemen'>,https://nl.wikipedia.org/wiki/Gemeenlandshuis_van_Diemen,4360.0,0.0086821786122527,0.0,0.0,13,0.008,1,0.0,Museumhuis Gemeenlandshuis Amsterdam,5.0,1.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d20371660-Reviews-Museumhuis_Gemeenlandshuis_Amsterdam-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjnjriWx771AhXO26QKHU4yByUQFnoECAgQAg&usg=AOvVaw21MztT6KmSyoMkDGpMCyvO,"(52.36125, 4.96638333)"
Felix Meritis,Monument of Gebouw,<WikipediaPage 'Felix Meritis'>,https://nl.wikipedia.org/wiki/Felix_Meritis,41638.0,0.083308476584943,19553.0,0.0020834738530051,169,0.112,3,0.2,Felix Meritis,4.0,15.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245209-Reviews-Felix_Meritis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi9prOXx771AhUkMewKHXEdBzgQFnoECAQQAg&usg=AOvVaw2iPs8DYtEKC3p8v1izHoKg,"(52.37, 4.88416667)"
De Bijenkorf ,Monument of Gebouw,<WikipediaPage 'De Bijenkorf (warenhuis)'>,https://nl.wikipedia.org/wiki/De_Bijenkorf_(warenhuis),159358.0,0.3189704701829123,40709.0,0.0043377556938571,413,0.2746666666666666,9,0.8,De Bijenkorf,4.0,814.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d524033-Reviews-De_Bijenkorf-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwitttWYx771AhVO-6QKHUYQCdAQFnoECAIQAg&usg=AOvVaw3ZswQGRoWWCHWuKgDEFB8U,
Entrepotdok,Monument of Gebouw,<WikipediaPage 'Entrepotdok'>,https://nl.wikipedia.org/wiki/Entrepotdok,21585.0,0.0431646611107663,865.0,9.21702492123706e-05,111,0.0733333333333333,6,0.5,,,,,"(52.36805556, 4.91555556)"
Scheepvaarthuis,Monument of Gebouw,<WikipediaPage 'Scheepvaarthuis'>,https://nl.wikipedia.org/wiki/Scheepvaarthuis,43659.0,0.0873542877390501,41746.0,0.0044482534377105,130,0.086,4,0.3,Scheepvaarthuis,4.5,30.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d267044-Reviews-Scheepvaarthuis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi-z5uax771AhXLsaQKHTCFAHUQFnoECAYQAg&usg=AOvVaw232nv_ekmVsHg0y70n-tSc,"(52.37436111, 4.90410833)"
Grand Hotel Krasnapolsky,Monument of Gebouw,<WikipediaPage 'Grand Hotel Krasnapolsky'>,https://nl.wikipedia.org/wiki/Grand_Hotel_Krasnapolsky,25079.0,0.0501592500135127,24108.0,0.0025688327953893,88,0.058,4,0.3,NH Collection Amsterdam Grand Hotel Krasnapolsky,4.5,3972.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d229182-Reviews-NH_Collection_Amsterdam_Grand_Hotel_Krasnapolsky-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjAy6ybx771AhXJ_aQKHR_4D3AQFnoECAsQAg&usg=AOvVaw3F9xDF_5HyQ-6iLmKVWQBb,"(52.37277778, 4.89444444)"
Schreierstoren,Monument of Gebouw,<WikipediaPage 'Schreierstoren'>,https://nl.wikipedia.org/wiki/Schreierstoren,30137.0,0.0602847882705508,20362.0,0.002169677010939,93,0.0613333333333333,8,0.7,Schreierstoren,4.0,142.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d267045-Reviews-Weeping_Tower-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiHpsacx771AhUG3aQKHQtIDP4QFnoECAEQAg&usg=AOvVaw2UmI1znMdKBFMugbOL4lPo,"(52.37638889, 4.9025)"
Trippenhuis,Monument of Gebouw,<WikipediaPage 'Trippenhuis'>,https://nl.wikipedia.org/wiki/Trippenhuis,44061.0,0.0881590458211635,29614.0,0.0031555257343065,127,0.084,6,0.5,Trippenhuis,4.0,10.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d314937-Reviews-Trippenhuis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjZy7ydx771AhXC2qQKHWanALoQFnoECAEQAg&usg=AOvVaw3QCK2FiUPLjwsacm0jpWEN,"(52.37122222, 4.89939722)"
Auschwitzmonument ,Herdenkings Monument,<WikipediaPage 'Auschwitzmonument (Amsterdam)'>,https://nl.wikipedia.org/wiki/Auschwitzmonument_(Amsterdam),39822.0,0.0796730520149981,0.0,0.0,93,0.0613333333333333,1,0.0,Auschwitz Monument,4.0,37.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d8619177-Reviews-Auschwitz_Monument-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiu9PSex771AhXZuKQKHSMaAn8QFnoECAcQAg&usg=AOvVaw1Caibxuh4chpyjZfn_Nb7R,"(52.36777778, 4.90888889)"
