name,label,wiki_page_obj,wiki_url,wiki_nl_views,wiki_norm_nl_views,wiki_eng_views,wiki_norm_eng_views,wiki_nr_of_edits,wiki_norm_nr_of_edits,wiki_nr_of_languages,wiki_norm_nr_of_languages,TA_name,TA_rating,TA_reviews,TA_url,wiki_coordinates
Zuiderkerk ,Monument of Gebouw,<WikipediaPage 'Zuiderkerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Zuiderkerk_(Amsterdam),28443.0,0.0568935937653269,28796.0,0.00306836357956,140,0.0926666666666666,11,1.0,South Church (Zuiderkerk),4.0,92.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d244494-Reviews-South_Church_Zuiderkerk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj0x9S3xr71AhXuhv0HHc9eDIIQFnoECAEQAg&usg=AOvVaw2cdlLQGKtZlCjKW9b4wxig,"(52.37, 4.89972222)"
Scharrebiersluis ,Monument of Gebouw,<WikipediaPage 'Scharrebiersluis (Amsterdam)'>,https://nl.wikipedia.org/wiki/Scharrebiersluis_(Amsterdam),2919.0,0.0057974612084583,157275.0,0.0167584693004342,33,0.0213333333333333,1,0.0,,,,,"(52.37029167, 4.91167222)"
Vrijheidscarillon,Herdenkings Monument,<WikipediaPage 'Vrijheidscarillon'>,https://nl.wikipedia.org/wiki/Vrijheidscarillon,3320.0,0.0066002174047953,0.0,0.0,31,0.02,1,0.0,,,,,"(52.37967778, 4.82119444)"
Barlaeus Gymnasium,Monument of Gebouw,<WikipediaPage 'Barlaeus Gymnasium'>,https://nl.wikipedia.org/wiki/Barlaeus_Gymnasium,45665.0,0.0913700706065113,22548.0,0.0024026066812029,511,0.34,4,0.3,,,,,"(52.36222222, 4.88444444)"
Watertoren ,Monument of Gebouw,<WikipediaPage 'Watertoren (Amsterdam Spaklerweg)'>,https://nl.wikipedia.org/wiki/Watertoren_(Amsterdam_Spaklerweg),4481.0,0.0089244067911973,0.0,0.0,27,0.0173333333333333,1,0.0,,,,,"(52.33839167, 4.91626389)"
Grafmonument van de familie Vom Rath-Bunge,Monument of Gebouw,<WikipediaPage 'Grafmonument van de familie Vom Rath-Bunge'>,https://nl.wikipedia.org/wiki/Grafmonument_van_de_familie_Vom_Rath-Bunge,2731.0,0.0054211066824949,0.0,0.0,3,0.0013333333333333,1,0.0,,,,,
Warnersblokken,Monument of Gebouw,<WikipediaPage 'Warnersblokken'>,https://nl.wikipedia.org/wiki/Warnersblokken,2946.0,0.0058515121244212,11797.0,0.0012570317109344,13,0.008,2,0.1,,,,,"(52.34183333, 4.86666667)"
Grote en Kleine Verfdoos,Monument of Gebouw,<WikipediaPage 'Grote en Kleine Verfdoos'>,https://nl.wikipedia.org/wiki/Grote_en_Kleine_Verfdoos,880.0,0.0017156161103759,0.0,0.0,10,0.006,1,0.0,,,,,
"Nieuwe Nieuwstraat 22, Amsterdam",Monument of Gebouw,"<WikipediaPage 'Nieuwe Nieuwstraat 22, Amsterdam'>","https://nl.wikipedia.org/wiki/Nieuwe_Nieuwstraat_22,_Amsterdam",,,84557.0,0.0090099881649137,10,0.006,1,0.0,,,,,
Berlageblokken,Monument of Gebouw,<WikipediaPage 'Berlageblokken'>,https://nl.wikipedia.org/wiki/Berlageblokken,6147.0,0.0122595484946819,0.0,0.0,55,0.036,1,0.0,,,,,"(52.36350278, 4.93855278)"
Elisabeth Otter-Knoll,Monument of Gebouw,<WikipediaPage 'Elisabeth Otter-Knoll'>,https://nl.wikipedia.org/wiki/Elisabeth_Otter-Knoll,3340.0,0.0066402551203233,0.0,0.0,34,0.022,2,0.1,Elisabeth Otter-Knoll Stichting,2.5,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d13974208-Reviews-Elisabeth_Otter_Knoll_Stichting-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiqiaC7xr71AhWE_7sIHdc1CO4QFnoECAEQAg&usg=AOvVaw1s6Wi-A6Se0rWp1Dy3_bkv,
Apollo House,Monument of Gebouw,<WikipediaPage 'Apollo House'>,https://nl.wikipedia.org/wiki/Apollo_House,13684.0,0.0273477615914191,0.0,0.0,37,0.024,1,0.0,,,,,"(52.34868889, 4.88178889)"
Jeruzalemkerk ,Monument of Gebouw,<WikipediaPage 'Jeruzalemkerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Jeruzalemkerk_(Amsterdam),9671.0,0.0193141939707204,23739.0,0.0025295139260722,32,0.0206666666666666,1,0.0,,,,,"(52.37138889, 4.85222222)"
Gerardus Majellakerk ,Monument of Gebouw,<WikipediaPage 'Gerardus Majellakerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Gerardus_Majellakerk_(Amsterdam),9907.0,0.0197866390139511,0.0,0.0,35,0.0226666666666666,1,0.0,,,,,"(52.35972222, 4.93861111)"
Schepping ,Monument of Gebouw,<WikipediaPage 'Schepping (Harry op de Laak)'>,https://nl.wikipedia.org/wiki/Schepping_(Harry_op_de_Laak),371.0,0.0006966562501876,0.0,0.0,4,0.002,1,0.0,,,,,"(52.35537222, 4.91253056)"
Marinus Vreugde,Monument of Gebouw,<WikipediaPage 'Marinus Vreugde'>,https://nl.wikipedia.org/wiki/Marinus_Vreugde,1729.0,0.0034152171345407,0.0,0.0,34,0.022,2,0.1,,,,,
Synagoge Gerard Doustraat,Monument of Gebouw,<WikipediaPage 'Synagoge Gerard Doustraat'>,https://nl.wikipedia.org/wiki/Synagoge_Gerard_Doustraat,3824.0,0.0076091678361016,0.0,0.0,51,0.0333333333333333,4,0.3,,,,,"(52.35703889, 4.89795833)"
Toegangshek Vondelpark ,Monument of Gebouw,<WikipediaPage 'Toegangshek Vondelpark (Vondelstraat 164)'>,https://nl.wikipedia.org/wiki/Toegangshek_Vondelpark_(Vondelstraat_164),25.0,4.0037715528027406e-06,0.0,0.0,1,0.0,1,0.0,,,,,"(52.36037222, 4.87146667)"
Entrepotdoksluis,Monument of Gebouw,<WikipediaPage 'Entrepotdoksluis'>,https://nl.wikipedia.org/wiki/Entrepotdoksluis,1365.0,0.0026865307119306,417.0,4.443351898446073e-05,12,0.0073333333333333,2,0.1,,,,,"(52.36795556, 4.91924722)"
Leidsebrug ,Monument of Gebouw,<WikipediaPage 'Leidsebrug (Amsterdam)'>,https://nl.wikipedia.org/wiki/Leidsebrug_(Amsterdam),,,0.0,0.0,39,0.0253333333333333,1,0.0,Nijlpaardenbrug,3.5,4.0,https://www.tripadvisor.com/ShowUserReviews-g188590-d15081993-r647863634-Nijlpaardenbrug-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjqqua-xr71AhUrh_0HHfyQD9UQFnoECAAQAg&usg=AOvVaw2uSyFNto_PwtmMY0892qS4,"(52.36326111, 4.88123333)"
Ceres ,Monument of Gebouw,<WikipediaPage 'Ceres (Frankendael)'>,https://nl.wikipedia.org/wiki/Ceres_(Frankendael),,,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.35136389, 4.93355556)"
De Bijenkorf ,Monument of Gebouw,<WikipediaPage 'De Bijenkorf (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Bijenkorf_(Amsterdam),21926.0,0.0438473041605192,115635.0,0.0123215107140722,66,0.0433333333333333,1,0.0,De Bijenkorf,4.0,814.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d524033-Reviews-De_Bijenkorf-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiI2ZvAxr71AhU1iv0HHVLIAQ4QFnoECAAQAg&usg=AOvVaw0fqKCF3ELzUcDnFfKDtSB7,"(52.37305556, 4.89388889)"
Eigen Haard ,Monument of Gebouw,<WikipediaPage 'Eigen Haard (woningcorporatie)'>,https://nl.wikipedia.org/wiki/Eigen_Haard_(woningcorporatie),8272.0,0.0165135557695349,0.0,0.0,78,0.0513333333333333,1,0.0,Housing Eigen Haard,5.0,1.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d17528343-Reviews-Housing_Eigen_Haard-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjbo6bBxr71AhUJiv0HHQr5AeMQFnoECAQQAg&usg=AOvVaw0bXBVOX0rmbgse4lBaNmxI,
Hallen van Stork,Monument of Gebouw,<WikipediaPage 'Hallen van Stork'>,https://nl.wikipedia.org/wiki/Hallen_van_Stork,7415.0,0.0147979396591589,0.0,0.0,17,0.0106666666666666,1,0.0,,,,,"(52.37124444, 4.92554167)"
Vrije Universiteit Amsterdam,Monument of Gebouw,<WikipediaPage 'Vrije Universiteit Amsterdam'>,https://nl.wikipedia.org/wiki/Vrije_Universiteit_Amsterdam,129692.0,0.2595825267401893,170117.0,0.0181268511968333,554,0.3686666666666666,11,1.0,,,,,"(52.33385833, 4.86511944)"
Rechthuis Watergraafsmeer,Monument of Gebouw,<WikipediaPage 'Rechthuis Watergraafsmeer'>,https://nl.wikipedia.org/wiki/Rechthuis_Watergraafsmeer,3020.0,0.0059996516718749,0.0,0.0,6,0.0033333333333333,1,0.0,,,,,"(52.35488056, 4.92838056)"
Sarphatimonument,Monument of Gebouw,<WikipediaPage 'Sarphatimonument'>,https://nl.wikipedia.org/wiki/Sarphatimonument,2441.0,0.0048405598073385,12767.0,0.001360390256294,6,0.0033333333333333,1,0.0,Monument Samuel Sarphati,4.0,4.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d17819197-Reviews-Monument_Samuel_Sarphati-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj45qnDxr71AhWjgv0HHfmABYMQFnoECAkQAg&usg=AOvVaw3mmX6Xt8fiD5AnJOFGKmZg,
Nieuwe Passeerdersstraat 1,Monument of Gebouw,<WikipediaPage 'Nieuwe Passeerdersstraat 1'>,https://nl.wikipedia.org/wiki/Nieuwe_Passeerdersstraat_1,65.0,8.407920260885754e-05,12725.0,0.0013559149378351,8,0.0046666666666666,1,0.0,,,,,"(52.36638611, 4.87917222)"
Stenen Silo,Monument of Gebouw,<WikipediaPage 'Stenen Silo'>,https://nl.wikipedia.org/wiki/Stenen_Silo,7179.0,0.0143254946159282,0.0,0.0,38,0.0246666666666666,1,0.0,,,,,"(52.39027778, 4.89083333)"
Hirschgebouw,Monument of Gebouw,<WikipediaPage 'Hirschgebouw'>,https://nl.wikipedia.org/wiki/Hirschgebouw,6286.0,0.0125378106176017,0.0,0.0,15,0.0093333333333333,1,0.0,,,,,
Willem I-sluis,Monument of Gebouw,<WikipediaPage 'Willem I-sluis'>,https://nl.wikipedia.org/wiki/Willem_I-sluis,4623.0,0.0092086745714463,,,23,0.0146666666666666,2,0.1,,,,,
Remise Tollensstraat,Monument of Gebouw,<WikipediaPage 'Remise Tollensstraat'>,https://nl.wikipedia.org/wiki/Remise_Tollensstraat,9887.0,0.0197466012984231,0.0,0.0,64,0.042,1,0.0,,,,,"(52.36716667, 4.86808611)"
Corantijnschool,Monument of Gebouw,<WikipediaPage 'Corantijnschool'>,https://nl.wikipedia.org/wiki/Corantijnschool,1358.0,0.0026725175114958,0.0,0.0,3,0.0013333333333333,1,0.0,,,,,
Uilenburger Synagoge,Monument of Gebouw,<WikipediaPage 'Uilenburger Synagoge'>,https://nl.wikipedia.org/wiki/Uilenburger_Synagoge,7314.0,0.0145957491957423,0.0,0.0,23,0.0146666666666666,4,0.3,,,,,"(52.37019444, 4.90527778)"
Het Zandkasteel ,Monument of Gebouw,<WikipediaPage 'Het Zandkasteel (gebouw)'>,https://nl.wikipedia.org/wiki/Het_Zandkasteel_(gebouw),,,0.0,0.0,86,0.0566666666666666,1,0.0,,,,,
Amstelrust,Monument of Gebouw,<WikipediaPage 'Amstelrust'>,https://nl.wikipedia.org/wiki/Amstelrust,5244.0,0.0104518456385915,0.0,0.0,20,0.0126666666666666,1,0.0,,,,,"(52.33055556, 4.89805556)"
De Otter ,Monument of Gebouw,<WikipediaPage 'De Otter (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Otter_(Amsterdam),12277.0,0.0245311083040223,9950.0,0.0010602242539457,102,0.0673333333333333,5,0.4,De Otter,4.0,11.0,https://www.tripadvisor.com/Attraction_Review-g188590-d7794355-Reviews-De_Otter-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjN1pfGxr71AhV0h_0HHQ02D-EQFnoECAoQAg&usg=AOvVaw00xARLgT6CLKb9OneN7gLC,"(52.37611111, 4.87083333)"
Vijzelstraat 31 ,Monument of Gebouw,<WikipediaPage 'Vijzelstraat 31 (Amsterdam)'>,https://nl.wikipedia.org/wiki/Vijzelstraat_31_(Amsterdam),1195.0,0.0023462101299424,4764.0,0.0005076289794771,11,0.0066666666666666,2,0.1,,,,,"(52.36625833, 4.89333611)"
Nieuwe Herengracht,Monument of Gebouw,<WikipediaPage 'Nieuwe Herengracht'>,https://nl.wikipedia.org/wiki/Nieuwe_Herengracht,11785.0,0.0235461805020329,673.0,7.171165054326637e-05,112,0.074,5,0.4,Herengracht,4.5,2228.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d266270-Reviews-Herengracht-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwio9tzHxr71AhUhgf0HHR_gBs8QFnoECAkQAg&usg=AOvVaw2esLKTSHhcGbVAvsZKlhlJ,"(52.36611111, 4.90388889)"
Willem IJzerdraat,Monument of Gebouw,<WikipediaPage 'Willem IJzerdraat'>,https://nl.wikipedia.org/wiki/Willem_IJzerdraat,468.0,0.0008908391704986,326852.0,0.0348277806885106,21,0.0133333333333333,1,0.0,,,,,
Vondelkerk,Monument of Gebouw,<WikipediaPage 'Vondelkerk'>,https://nl.wikipedia.org/wiki/Vondelkerk,18868.0,0.0377255374562838,56283.0,0.0059972464004853,59,0.0386666666666666,1,0.0,Vondelkerk,3.5,16.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12947354-Reviews-Vondelkerk-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwitq47Jxr71AhXxhP0HHfGZAWwQFnoECAEQAg&usg=AOvVaw3R8wbDPMEu524T-EK3Zb3G,"(52.36111111, 4.87361111)"
Station Amsterdam Muiderpoort,Monument of Gebouw,<WikipediaPage 'Station Amsterdam Muiderpoort'>,https://nl.wikipedia.org/wiki/Station_Amsterdam_Muiderpoort,31696.0,0.0634057281959605,23005.0,0.0024513024082434,196,0.13,7,0.6,,,,,"(52.36083333, 4.93111111)"
Gerrit van der Veen,Monument of Gebouw,<WikipediaPage 'Gerrit van der Veen'>,https://nl.wikipedia.org/wiki/Gerrit_van_der_Veen,88949.0,0.1780196945522682,18621.0,0.0019841644052989,225,0.1493333333333333,7,0.6,Beethovenstraat,4.0,15.0,https://www.tripadvisor.nl/ShowUserReviews-g188590-d12072693-r529913182-Beethovenstraat-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiWnarKxr71AhX8_rsIHeQTDDEQFnoECAIQAg&usg=AOvVaw13PURjfO3xTBCqURHqomZG,
Grote Synagoge ,Monument of Gebouw,<WikipediaPage 'Grote Synagoge (Amsterdam)'>,https://nl.wikipedia.org/wiki/Grote_Synagoge_(Amsterdam),13120.0,0.0262186980135287,0.0,0.0,58,0.038,3,0.2,,,,,"(52.36722222, 4.90388889)"
Museum Het Schip,Museum,<WikipediaPage 'Museum Het Schip'>,https://nl.wikipedia.org/wiki/Museum_Het_Schip,39434.0,0.0788963203337543,34370.0,0.0036623022721724,84,0.0553333333333333,10,0.9,Museum Het Schip,4.5,154.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d2226968-Reviews-Museum_Het_Schip-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjFi6PLxr71AhVv_7sIHa2WDZUQFnoECAYQAg&usg=AOvVaw3pKnDB8h5xp0Mx_JrA_Cy6,
Vondelparkpaviljoen,Monument of Gebouw,<WikipediaPage 'Vondelparkpaviljoen'>,https://nl.wikipedia.org/wiki/Vondelparkpaviljoen,31841.0,0.0636960016335387,268860.0,0.02864843144883,88,0.058,2,0.1,,,,,"(52.36083333, 4.875)"
Huiszittenweduwenhof,Monument of Gebouw,<WikipediaPage 'Huiszittenweduwenhof'>,https://nl.wikipedia.org/wiki/Huiszittenweduwenhof,9009.0,0.0179889455867427,892.0,9.504723965021336e-05,76,0.05,1,0.0,Karthuizerhof,3.5,9.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d3724757-Reviews-Karthuizerhof-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwip1qLMxr71AhVFgv0HHW2gAL0QFnoECAIQAg&usg=AOvVaw0lwGpI61MAKiDGR51rFacI,"(52.37863056, 4.881675)"
Mariniersbrug,Monument of Gebouw,<WikipediaPage 'Mariniersbrug'>,https://nl.wikipedia.org/wiki/Mariniersbrug,3057.0,0.0060737214456017,652.0,6.94739913138331e-05,19,0.012,1,0.0,,,,,"(52.37516667, 4.92123611)"
Van Buurenmonument,Monument of Gebouw,<WikipediaPage 'Van Buurenmonument'>,https://nl.wikipedia.org/wiki/Van_Buurenmonument,1626.0,0.0032090228995713,0.0,0.0,8,0.0046666666666666,1,0.0,,,,,"(52.35055556, 4.89916667)"
Oranje-Nassau Kazerne,Monument of Gebouw,<WikipediaPage 'Oranje-Nassau Kazerne'>,https://nl.wikipedia.org/wiki/Oranje-Nassau_Kazerne,7989.0,0.0159470220948133,5133.0,0.0005469478487943,88,0.058,2,0.1,,,,,"(52.36472222, 4.92138889)"
West-Indisch Huis ,Monument of Gebouw,<WikipediaPage 'West-Indisch Huis (Amsterdam)'>,https://nl.wikipedia.org/wiki/West-Indisch_Huis_(Amsterdam),23736.0,0.0474707174158056,25283.0,0.0026940351570362,52,0.034,4,0.3,Westindisch Huis,4.0,12.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d267065-Reviews-Westindisch_Huis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjx8OvNxr71AhUMhf0HHS1QBTQQFnoECAEQAg&usg=AOvVaw09cE7ZzDGFlebYo3_yOg77,"(52.38, 4.89188889)"
Jan Willem Cornelis Tellegen ,Monument of Gebouw,<WikipediaPage 'Jan Willem Cornelis Tellegen (1859-1921)'>,https://nl.wikipedia.org/wiki/Jan_Willem_Cornelis_Tellegen_(1859-1921),141.0,0.0002362225216153,,,263,0.1746666666666666,2,0.1,,,,,
Standbeeld van Johan Rudolph Thorbecke,Monument of Gebouw,<WikipediaPage 'Standbeeld van Johan Rudolph Thorbecke'>,https://nl.wikipedia.org/wiki/Standbeeld_van_Johan_Rudolph_Thorbecke,4811.0,0.0095850290974097,0.0,0.0,8,0.0046666666666666,1,0.0,Thorbecke statue,3.5,13.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d12659260-Reviews-Thorbecke_statue-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiivYLPxr71AhXqhf0HHRYLCH0QFnoECAoQAg&usg=AOvVaw3HPmc7Jh24DExJJSjSpzf8,"(52.36502778, 4.89586111)"
Zitbanken Vrolikstraat 8,Monument of Gebouw,<WikipediaPage 'Zitbanken Vrolikstraat 8'>,https://nl.wikipedia.org/wiki/Zitbanken_Vrolikstraat_8,250.0,0.0004544280712431,0.0,0.0,9,0.0053333333333333,1,0.0,,,,,
Jan Maijenstraat 11-17,Monument of Gebouw,<WikipediaPage 'Jan Maijenstraat 11-17'>,https://nl.wikipedia.org/wiki/Jan_Maijenstraat_11-17,1172.0,0.0023001667570851,0.0,0.0,11,0.0066666666666666,1,0.0,,,,,
Apollohal,Monument of Gebouw,<WikipediaPage 'Apollohal'>,https://nl.wikipedia.org/wiki/Apollohal,10027.0,0.0200268653071193,,,46,0.03,2,0.1,,,,,"(52.34833333, 4.88416667)"
Barbiersbrug,Monument of Gebouw,<WikipediaPage 'Barbiersbrug'>,https://nl.wikipedia.org/wiki/Barbiersbrug,2036.0,0.0040297960678959,7062.0,0.0007524928322979,19,0.012,1,0.0,,,,,"(52.34805556, 4.89111111)"
Sint-Rosaschool,Monument of Gebouw,<WikipediaPage 'Sint-Rosaschool'>,https://nl.wikipedia.org/wiki/Sint-Rosaschool,1930.0,0.0038175961755974,0.0,0.0,6,0.0033333333333333,1,0.0,Sint Hubertus,2.5,2.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d16969433-Reviews-Sint_Hubertus-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwj7_NfQxr71AhXgi_0HHTagBnUQFnoECAkQAg&usg=AOvVaw10_V5iPO0FYiXJZyzBdYdP,
Grafmonument van de familie Dorrepaal,Monument of Gebouw,<WikipediaPage 'Grafmonument van de familie Dorrepaal'>,https://nl.wikipedia.org/wiki/Grafmonument_van_de_familie_Dorrepaal,4609.0,0.0091806481705766,0.0,0.0,5,0.0026666666666666,1,0.0,,,,,
Sint-Ritakerk ,Monument of Gebouw,<WikipediaPage 'Sint-Ritakerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Sint-Ritakerk_(Amsterdam),5656.0,0.0112766225784689,0.0,0.0,10,0.006,1,0.0,,,,,"(52.38805278, 4.91433889)"
Gebouw Plancius,Monument of Gebouw,<WikipediaPage 'Gebouw Plancius'>,https://nl.wikipedia.org/wiki/Gebouw_Plancius,5820.0,0.0116049318457987,0.0,0.0,20,0.0126666666666666,1,0.0,Plancius,3.5,266.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d4025996-Reviews-Plancius-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiwiI3Sxr71AhU3g_0HHY_YDyUQFnoECAkQAg&usg=AOvVaw3vE9YXeFYZ9norWVLK8sok,"(52.3677, 4.91273611)"
Zuiderbad,Monument of Gebouw,<WikipediaPage 'Zuiderbad'>,https://nl.wikipedia.org/wiki/Zuiderbad,26898.0,0.0538006802407868,0.0,0.0,64,0.042,1,0.0,Zuiderbad (indoor),4.0,25.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d245290-Reviews-Zuiderbad_indoor-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi5nKPTxr71AhXziv0HHfUPCzcQFnoECAgQAg&usg=AOvVaw11xhc2mE74yYeTZv7sANZQ,"(52.35833333, 4.88583333)"
Blauwe Theehuis,Monument of Gebouw,<WikipediaPage 'Blauwe Theehuis'>,https://nl.wikipedia.org/wiki/Blauwe_Theehuis,12997.0,0.0259724660630313,12708.0,0.0013541034994113,34,0.022,2,0.1,'t Blauwe Theehuis,3.5,194.0,https://www.tripadvisor.nl/Restaurant_Review-g188590-d2289693-Reviews-T_Blauwe_Theehuis-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwi75KrUxr71AhWT_bsIHd09CYIQFnoECAMQAg&usg=AOvVaw1xiV13FyFvP1owvlftXHIo,"(52.35881944, 4.87258333)"
Vergulden Eenhoorn,Monument of Gebouw,<WikipediaPage 'Vergulden Eenhoorn'>,https://nl.wikipedia.org/wiki/Vergulden_Eenhoorn,3029.0,0.0060176686438625,0.0,0.0,1,0.0,1,0.0,Vergulden Eenhoorn Hotel,3.0,10.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d12584433-Reviews-Vergulden_Eenhoorn_Hotel-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjDw6_Vxr71AhUN7rsIHYVNCHgQFnoECAcQAg&usg=AOvVaw3DB1TP5v6rLWhOVPyDTaa1,
Grafmonument van Margot Mulder,Monument of Gebouw,<WikipediaPage 'Grafmonument van Margot Mulder'>,https://nl.wikipedia.org/wiki/Grafmonument_van_Margot_Mulder,2509.0,0.0049766880401338,0.0,0.0,3,0.0013333333333333,1,0.0,,,,,
Vrolikstraat 8 ,Monument of Gebouw,<WikipediaPage 'Vrolikstraat 8 (toegangspoort)'>,https://nl.wikipedia.org/wiki/Vrolikstraat_8_(toegangspoort),301.0,0.0005565242458395,0.0,0.0,8,0.0046666666666666,1,0.0,,,,,
Doelen Hotel,Monument of Gebouw,<WikipediaPage 'Doelen Hotel'>,https://nl.wikipedia.org/wiki/Doelen_Hotel,11904.0,0.0237844049094246,0.0,0.0,55,0.036,1,0.0,NH Collection Amsterdam Doelen,4.5,1020.0,https://www.tripadvisor.nl/Hotel_Review-g188590-d229171-Reviews-NH_Collection_Amsterdam_Doelen-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwiq7fDWxr71AhUP2KQKHW62BQQQFnoECAAQAg&usg=AOvVaw198nsXr6azDdke_3ibu4rP,"(52.36777778, 4.89555556)"
Maagdenhuis ,Monument of Gebouw,<WikipediaPage 'Maagdenhuis (Amsterdam)'>,https://nl.wikipedia.org/wiki/Maagdenhuis_(Amsterdam),45266.0,0.0905713181817271,503825.0,0.0536851743461533,143,0.0946666666666666,1,0.0,,,,,"(52.36861111, 4.89)"
Schollenbrug ,Monument of Gebouw,<WikipediaPage 'Schollenbrug (Amsterdam)'>,https://nl.wikipedia.org/wiki/Schollenbrug_(Amsterdam),3125.0,0.006209849678397,1.0,1.0655520140158449e-07,26,0.0166666666666666,1,0.0,,,,,"(52.34855, 4.91310556)"
Amsterdamse School ,Monument of Gebouw,<WikipediaPage 'Amsterdamse School (bouwstijl)'>,https://nl.wikipedia.org/wiki/Amsterdamse_School_(bouwstijl),210531.0,0.4214129710186996,1188.0,0.000126587579265,506,0.3366666666666666,11,1.0,,,,,
Toegangspoort Frankendael,Monument of Gebouw,<WikipediaPage 'Toegangspoort Frankendael'>,https://nl.wikipedia.org/wiki/Toegangspoort_Frankendael,,,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.35166111, 4.93323611)"
Vondelpark,Park of recreatiegebied,<WikipediaPage 'Vondelpark'>,https://nl.wikipedia.org/wiki/Vondelpark,108132.0,0.2164218694009757,268860.0,0.02864843144883,361,0.24,11,1.0,Vondelpark,4.5,24728.0,https://www.tripadvisor.nl/Attraction_Review-g188590-d189384-Reviews-Vondelpark-Amsterdam_North_Holland_Province.html&sa=U&ved=2ahUKEwjAq6XYxr71AhWSGuwKHWQiAB4QFnoECAQQAg&usg=AOvVaw3NDZ2n747znfVN0t0w6Dj9,"(52.35699389, 4.86660003)"
De Olijftak ,Monument of Gebouw,<WikipediaPage 'De Olijftak (Amsterdam)'>,https://nl.wikipedia.org/wiki/De_Olijftak_(Amsterdam),1939.0,0.003835613147585,1538.0,0.0001638818997556,11,0.0066666666666666,1,0.0,,,,,
Rijksmonument 524826,Monument of Gebouw,<WikipediaPage 'Rijksmonument 524826'>,https://nl.wikipedia.org/wiki/Rijksmonument_524826,,,0.0,0.0,2,0.0006666666666666,1,0.0,,,,,"(52.36778611, 4.86793611)"
Centrale Markthallen,Monument of Gebouw,<WikipediaPage 'Centrale Markthallen'>,https://nl.wikipedia.org/wiki/Centrale_Markthallen,20021.0,0.0400337117564746,0.0,0.0,74,0.0486666666666666,2,0.1,,,,,"(52.37861111, 4.86611111)"
Boerhaave kliniek,Monument of Gebouw,<WikipediaPage 'Boerhaave kliniek'>,https://nl.wikipedia.org/wiki/Boerhaave_kliniek,10507.0,0.0209877704797919,0.0,0.0,53,0.0346666666666666,1,0.0,,,,,"(52.35679167, 4.88433056)"
Emmakerk ,Monument of Gebouw,<WikipediaPage 'Emmakerk (Amsterdam)'>,https://nl.wikipedia.org/wiki/Emmakerk_(Amsterdam),,,46083.0,0.0049103833461892,4,0.002,1,0.0,,,,,"(52.35068333, 4.93439167)"
Johan van Hulstbrug,Monument of Gebouw,<WikipediaPage 'Johan van Hulstbrug'>,https://nl.wikipedia.org/wiki/Johan_van_Hulstbrug,1925.0,0.0038075867467154,114920.0,0.01224532374507,6,0.0033333333333333,1,0.0,,,,,"(52.36661111, 4.90627778)"
